0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
561,28,115,,,,,,,,,,,,,
561,31,485,,,,,,,,,,,,,
561,34,119,,,,,,,,,,,,,
561,38,356,,,,,,,,,,,,,
561,41,403,,,,,,,,,,,,,
561,44,94,,,,,,,,,,,,,
561,48,322,,,,,,,,,,,,,
561,51,143,,,,,,,,,,,,,
562,1,182,310,,,,,,,,,,,,
562,5,50,,,,,,,,,,,,,
562,9,114,,,,,,,,,,,,,
562,13,101,,,,,,,,,,,,,
562,17,506,,,,,,,,,,,,,
562,21,261,,,,,,,,,,,,,
562,25,466,,,,,,,,,,,,,
562,29,174,,,,,,,,,,,,,
562,33,470,471,,,,,,,,,,,,
562,37,247,,,,,,,,,,,,,
562,41,288,,,,,,,,,,,,,
562,45,212,,,,,,,,,,,,,
562,49,194,,,,,,,,,,,,,
563,1,50,114,182,310,,,,,,,,,,
563,13,101,,,,,,,,,,,,,
563,17,506,,,,,,,,,,,,,
563,21,261,,,,,,,,,,,,,
563,25,466,,,,,,,,,,,,,
563,29,174,,,,,,,,,,,,,
563,33,470,471,,,,,,,,,,,,
563,34,184,,,,,,,,,,,,,
563,39,247,,,,,,,,,,,,,
563,45,288,,,,,,,,,,,,,
563,51,212,,,,,,,,,,,,,
563,57,194,,,,,,,,,,,,,
564,1,55,110,117,,,,,,,,,,,
564,5,205,,,,,,,,,,,,,
564,8,44,,,,,,,,,,,,,
564,11,182,,,,,,,,,,,,,
564,15,453,,,,,,,,,,,,,
564,18,246,,,,,,,,,,,,,
564,21,242,,,,,,,,,,,,,
564,25,469,,,,,,,,,,,,,
564,28,362,,,,,,,,,,,,,
564,31,479,,,,,,,,,,,,,
564,35,174,,,,,,,,,,,,,
564,38,504,,,,,,,,,,,,,
564,41,401,,,,,,,,,,,,,
564,45,157,,,,,,,,,,,,,
564,48,240,,,,,,,,,,,,,
564,51,56,,,,,,,,,,,,,
565,1,55,110,117,205,,,,,,,,,,
565,8,44,,,,,,,,,,,,,
565,11,182,,,,,,,,,,,,,
565,15,453,,,,,,,,,,,,,
565,18,246,,,,,,,,,,,,,
565,21,242,,,,,,,,,,,,,
565,25,469,,,,,,,,,,,,,
565,28,362,,,,,,,,,,,,,
565,31,479,,,,,,,,,,,,,
565,35,174,,,,,,,,,,,,,
565,40,504,,,,,,,,,,,,,
565,45,401,,,,,,,,,,,,,
565,51,157,,,,,,,,,,,,,
565,56,240,,,,,,,,,,,,,
565,61,56,,,,,,,,,,,,,
566,1,17,43,98,,,,,,,,,,,
566,5,88,,,,,,,,,,,,,
566,8,104,,,,,,,,,,,,,
566,11,184,,,,,,,,,,,,,
566,15,365,,,,,,,,,,,,,
566,18,246,,,,,,,,,,,,,
566,21,97,,,,,,,,,,,,,
566,25,501,,,,,,,,,,,,,
566,28,512,,,,,,,,,,,,,
566,31,225,,,,,,,,,,,,,
566,35,242,,,,,,,,,,,,,
566,38,283,,,,,,,,,,,,,
566,41,369,,,,,,,,,,,,,
566,45,157,,,,,,,,,,,,,
566,48,337,,,,,,,,,,,,,
566,51,37,,,,,,,,,,,,,
567,1,17,43,88,98,,,,,,,,,,
567,8,104,,,,,,,,,,,,,
567,11,184,,,,,,,,,,,,,
567,15,365,,,,,,,,,,,,,
567,18,246,,,,,,,,,,,,,
567,21,97,,,,,,,,,,,,,
567,25,501,,,,,,,,,,,,,
567,28,512,,,,,,,,,,,,,
567,31,225,,,,,,,,,,,,,
567,35,242,,,,,,,,,,,,,
567,40,283,,,,,,,,,,,,,
567,45,369,,,,,,,,,,,,,
567,51,157,,,,,,,,,,,,,
567,56,337,,,,,,,,,,,,,
567,61,37,,,,,,,,,,,,,
568,1,1,139,,,,,,,,,,,,
568,3,278,,,,,,,,,,,,,
568,7,390,,,,,,,,,,,,,
568,12,491,,,,,,,,,,,,,
568,14,3,,,,,,,,,,,,,
568,18,124,,,,,,,,,,,,,
568,23,254,256,,,,,,,,,,,,
568,25,36,,,,,,,,,,,,,
568,29,188,,,,,,,,,,,,,
568,34,499,,,,,,,,,,,,,
568,36,92,,,,,,,,,,,,,
568,40,133,,,,,,,,,,,,,
568,42,562,,,,,,,,,,,,,
568,45,441,,,,,,,,,,,,,
568,47,153,,,,,,,,,,,,,
569,1,1,139,278,390,,,,,,,,,,
569,12,491,,,,,,,,,,,,,
569,14,3,,,,,,,,,,,,,
569,18,124,,,,,,,,,,,,,
569,23,254,256,,,,,,,,,,,,
569,25,34,,,,,,,,,,,,,
569,29,188,,,,,,,,,,,,,
569,34,499,,,,,,,,,,,,,
569,39,92,,,,,,,,,,,,,
569,46,133,,,,,,,,,,,,,
569,49,562,,,,,,,,,,,,,
569,54,441,,,,,,,,,,,,,
569,59,153,,,,,,,,,,,,,
570,1,10,43,,,,,,,,,,,,
570,5,228,,,,,,,,,,,,,
570,9,313,,,,,,,,,,,,,
570,13,154,,,,,,,,,,,,,
570,17,185,,,,,,,,,,,,,
570,21,184,,,,,,,,,,,,,
570,25,269,,,,,,,,,,,,,
570,29,492,,,,,,,,,,,,,
570,33,259,,,,,,,,,,,,,
570,37,97,,,,,,,,,,,,,
570,41,373,,,,,,,,,,,,,
570,45,386,,,,,,,,,,,,,
570,49,417,,,,,,,,,,,,,
570,53,286,,,,,,,,,,,,,
570,57,539,,,,,,,,,,,,,
571,1,10,43,228,369,468,,,,,,,,,
571,13,154,,,,,,,,,,,,,
571,17,185,,,,,,,,,,,,,
571,21,184,,,,,,,,,,,,,
571,25,269,,,,,,,,,,,,,
571,29,492,,,,,,,,,,,,,
571,30,400,,,,,,,,,,,,,
571,34,259,,,,,,,,,,,,,
571,39,97,,,,,,,,,,,,,
571,44,373,,,,,,,,,,,,,
571,49,386,,,,,,,,,,,,,
571,54,417,,,,,,,,,,,,,
571,59,286,,,,,,,,,,,,,
571,64,539,,,,,,,,,,,,,
572,1,1,,,,,,,,,,,,,
572,3,45,608,,,,,,,,,,,,
572,7,270,,,,,,,,,,,,,
572,9,321,,,,,,,,,,,,,
572,13,3,,,,,,,,,,,,,
572,15,227,,,,,,,,,,,,,
572,19,129,,,,,,,,,,,,,
572,21,47,,,,,,,,,,,,,
572,25,541,,,,,,,,,,,,,
572,27,204,,,,,,,,,,,,,
572,31,358,,,,,,,,,,,,,
572,33,497,,,,,,,,,,,,,
572,37,21,,,,,,,,,,,,,
572,39,445,,,,,,,,,,,,,
572,43,304,,,,,,,,,,,,,
572,45,387,,,,,,,,,,,,,
572,49,495,,,,,,,,,,,,,
573,1,47,270,321,331,350,541,,,,,,,,
574,1,1,,,,,,,,,,,,,
574,3,93,,,,,,,,,,,,,
574,7,321,,,,,,,,,,,,,
574,8,589,,,,,,,,,,,,,
574,10,313,,,,,,,,,,,,,
574,14,3,,,,,,,,,,,,,
574,16,60,,,,,,,,,,,,,
574,19,373,,,,,,,,,,,,,
574,24,185,,,,,,,,,,,,,
574,25,473,,,,,,,,,,,,,
574,28,260,,,,,,,,,,,,,
574,31,248,,,,,,,,,,,,,
574,33,377,,,,,,,,,,,,,
574,37,94,,,,,,,,,,,,,
574,40,477,,,,,,,,,,,,,
574,46,204,,,,,,,,,,,,,
574,48,478,,,,,,,,,,,,,
575,1,1,93,313,321,589,,,,,,,,,
575,14,3,,,,,,,,,,,,,
575,16,60,,,,,,,,,,,,,
575,19,373,,,,,,,,,,,,,
575,24,185,,,,,,,,,,,,,
575,25,473,,,,,,,,,,,,,
575,28,260,,,,,,,,,,,,,
575,31,248,,,,,,,,,,,,,
575,34,377,,,,,,,,,,,,,
575,39,94,,,,,,,,,,,,,
575,43,477,,,,,,,,,,,,,
575,50,204,,,,,,,,,,,,,
575,53,478,,,,,,,,,,,,,
576,1,1,93,313,321,589,,,,,,,,,
576,14,3,,,,,,,,,,,,,
576,16,60,,,,,,,,,,,,,
576,19,373,,,,,,,,,,,,,
576,24,185,,,,,,,,,,,,,
576,25,473,,,,,,,,,,,,,
576,28,260,,,,,,,,,,,,,
576,31,248,,,,,,,,,,,,,
576,34,377,,,,,,,,,,,,,
576,39,94,,,,,,,,,,,,,
576,45,477,,,,,,,,,,,,,
576,54,204,,,,,,,,,,,,,
576,59,478,,,,,,,,,,,,,
577,1,149,,,,,,,,,,,,,
577,3,115,,,,,,,,,,,,,
577,7,205,,,,,,,,,,,,,
577,10,289,,,,,,,,,,,,,
577,14,237,,,,,,,,,,,,,
577,16,113,,,,,,,,,,,,,
577,19,204,,,,,,,,,,,,,
577,24,105,,,,,,,,,,,,,
577,25,473,,,,,,,,,,,,,
577,28,283,,,,,,,,,,,,,
577,31,248,,,,,,,,,,,,,
577,33,220,,,,,,,,,,,,,
577,37,94,,,,,,,,,,,,,
577,40,285,,,,,,,,,,,,,
577,46,377,,,,,,,,,,,,,
577,48,472,,,,,,,,,,,,,
578,1,115,149,205,289,,,,,,,,,,
578,14,237,,,,,,,,,,,,,
578,16,113,,,,,,,,,,,,,
578,19,204,,,,,,,,,,,,,
578,24,105,,,,,,,,,,,,,
578,25,473,,,,,,,,,,,,,
578,28,283,,,,,,,,,,,,,
578,31,248,,,,,,,,,,,,,
578,34,220,,,,,,,,,,,,,
578,39,94,,,,,,,,,,,,,
578,43,285,,,,,,,,,,,,,
578,50,377,,,,,,,,,,,,,
578,53,472,,,,,,,,,,,,,
579,1,115,149,205,289,,,,,,,,,,
579,14,237,,,,,,,,,,,,,
579,16,113,,,,,,,,,,,,,
579,19,204,,,,,,,,,,,,,
579,24,105,,,,,,,,,,,,,
579,25,473,,,,,,,,,,,,,
579,28,283,,,,,,,,,,,,,
579,31,248,,,,,,,,,,,,,
579,34,220,,,,,,,,,,,,,
579,39,94,,,,,,,,,,,,,
579,41,146,,,,,,,,,,,,,
579,45,285,,,,,,,,,,,,,
579,54,377,,,,,,,,,,,,,
579,59,472,,,,,,,,,,,,,
580,1,55,,,,,,,,,,,,,
580,3,346,,,,,,,,,,,,,
580,6,432,,,,,,,,,,,,,
580,9,17,,,,,,,,,,,,,
580,13,352,,,,,,,,,,,,,
580,15,332,,,,,,,,,,,,,
580,19,61,,,,,,,,,,,,,
580,21,297,,,,,,,,,,,,,
580,24,392,,,,,,,,,,,,,
580,27,403,,,,,,,,,,,,,
580,30,355,,,,,,,,,,,,,
580,34,240,,,,,,,,,,,,,
580,37,366,,,,,,,,,,,,,
580,41,413,,,,,,,,,,,,,
580,46,542,,,,,,,,,,,,,
581,1,17,55,346,432,,,,,,,,,,
581,13,352,,,,,,,,,,,,,
581,15,332,,,,,,,,,,,,,
581,19,61,,,,,,,,,,,,,
581,21,297,,,,,,,,,,,,,
581,24,392,,,,,,,,,,,,,
581,27,403,,,,,,,,,,,,,
581,30,355,,,,,,,,,,,,,
581,34,240,,,,,,,,,,,,,
581,40,366,,,,,,,,,,,,,
581,47,413,,,,,,,,,,,,,
581,55,542,,,,,,,,,,,,,
582,1,333,,,,,,,,,,,,,
582,4,106,,,,,,,,,,,,,
582,7,310,,,,,,,,,,,,,
582,10,253,,,,,,,,,,,,,
582,13,196,,,,,,,,,,,,,
582,16,54,,,,,,,,,,,,,
582,19,419,,,,,,,,,,,,,
582,22,269,,,,,,,,,,,,,
582,26,429,,,,,,,,,,,,,
582,31,151,,,,,,,,,,,,,
582,35,58,,,,,,,,,,,,,
582,40,258,,,,,,,,,,,,,
582,44,243,,,,,,,,,,,,,
582,49,59,,,,,,,,,,,,,
582,53,329,,,,,,,,,,,,,
583,1,106,253,310,333,,,,,,,,,,
583,13,196,,,,,,,,,,,,,
583,16,54,,,,,,,,,,,,,
583,19,419,,,,,,,,,,,,,
583,22,269,,,,,,,,,,,,,
583,26,429,,,,,,,,,,,,,
583,31,151,,,,,,,,,,,,,
583,36,58,,,,,,,,,,,,,
583,42,258,,,,,,,,,,,,,
583,47,243,,,,,,,,,,,,,
583,53,59,,,,,,,,,,,,,
583,58,329,,,,,,,,,,,,,
584,1,106,253,310,311,333,573,,,,,,,,
584,13,196,,,,,,,,,,,,,
584,16,54,,,,,,,,,,,,,
584,19,419,,,,,,,,,,,,,
584,22,269,,,,,,,,,,,,,
584,26,429,,,,,,,,,,,,,
584,31,151,,,,,,,,,,,,,
584,36,58,,,,,,,,,,,,,
584,42,258,,,,,,,,,,,,,
584,50,243,,,,,,,,,,,,,
584,59,59,,,,,,,,,,,,,
584,67,329,,,,,,,,,,,,,
585,1,33,293,,,,,,,,,,,,
585,4,45,,,,,,,,,,,,,
585,7,28,,,,,,,,,,,,,
585,10,24,,,,,,,,,,,,,
585,13,73,,,,,,,,,,,,,
585,16,185,,,,,,,,,,,,,
585,20,36,,,,,,,,,,,,,
585,24,26,,,,,,,,,,,,,
585,28,312,,,,,,,,,,,,,
585,32,412,,,,,,,,,,,,,
585,36,204,,,,,,,,,,,,,
585,41,267,,,,,,,,,,,,,
585,46,38,,,,,,,,,,,,,
585,51,76,,,,,,,,,,,,,
586,1,28,33,45,224,293,,,,,,,,,
586,10,24,,,,,,,,,,,,,
586,13,73,,,,,,,,,,,,,
586,16,185,,,,,,,,,,,,,
586,20,36,,,,,,,,,,,,,
586,24,26,,,,,,,,,,,,,
586,28,312,,,,,,,,,,,,,
586,32,412,,,,,,,,,,,,,
586,36,204,,,,,,,,,,,,,
586,37,532,,,,,,,,,,,,,
586,44,267,,,,,,,,,,,,,
586,52,38,,,,,,,,,,,,,
586,60,76,,,,,,,,,,,,,
587,1,84,,,,,,,,,,,,,
587,4,98,,,,,,,,,,,,,
587,7,39,,,,,,,,,,,,,
587,10,268,,,,,,,,,,,,,
587,13,209,,,,,,,,,,,,,
587,15,609,,,,,,,,,,,,,
587,16,228,,,,,,,,,,,,,
587,19,104,,,,,,,,,,,,,
587,22,351,,,,,,,,,,,,,
587,26,486,,,,,,,,,,,,,
587,30,512,,,,,,,,,,,,,
587,34,113,,,,,,,,,,,,,
587,38,227,,,,,,,,,,,,,
587,42,521,,,,,,,,,,,,,
587,46,97,,,,,,,,,,,,,
587,50,435,,,,,,,,,,,,,
588,1,64,,,,,,,,,,,,,
588,4,43,,,,,,,,,,,,,
588,8,203,,,,,,,,,,,,,
588,13,210,,,,,,,,,,,,,
588,16,31,,,,,,,,,,,,,
588,20,29,,,,,,,,,,,,,
588,25,206,,,,,,,,,,,,,
588,28,405,,,,,,,,,,,,,
588,32,163,,,,,,,,,,,,,
588,37,36,,,,,,,,,,,,,
588,40,184,,,,,,,,,,,,,
588,44,404,,,,,,,,,,,,,
588,49,175,,,,,,,,,,,,,
588,52,14,,,,,,,,,,,,,
588,56,38,,,,,,,,,,,,,
589,1,41,43,64,501,38,565,,,,,,,,
589,16,31,,,,,,,,,,,,,
589,20,29,,,,,,,,,,,,,
589,25,206,,,,,,,,,,,,,
589,28,405,,,,,,,,,,,,,
589,32,163,,,,,,,,,,,,,
589,37,442,,,,,,,,,,,,,
589,40,334,,,,,,,,,,,,,
589,44,404,,,,,,,,,,,,,
589,49,179,,,,,,,,,,,,,
589,52,14,,,,,,,,,,,,,
589,56,416,,,,,,,,,,,,,
590,1,71,,,,,,,,,,,,,
590,6,74,,,,,,,,,,,,,
590,8,310,,,,,,,,,,,,,
590,12,117,,,,,,,,,,,,,
590,15,72,,,,,,,,,,,,,
590,18,275,,,,,,,,,,,,,
590,20,185,,,,,,,,,,,,,
590,24,230,,,,,,,,,,,,,
590,28,202,,,,,,,,,,,,,
590,32,92,,,,,,,,,,,,,
590,35,235,,,,,,,,,,,,,
590,39,499,,,,,,,,,,,,,
590,43,76,,,,,,,,,,,,,
590,45,476,,,,,,,,,,,,,
590,50,147,,,,,,,,,,,,,
591,1,71,74,117,310,,,,,,,,,,
591,15,72,,,,,,,,,,,,,
591,18,275,,,,,,,,,,,,,
591,20,185,,,,,,,,,,,,,
591,24,230,,,,,,,,,,,,,
591,28,202,,,,,,,,,,,,,
591,32,92,,,,,,,,,,,,,
591,35,235,,,,,,,,,,,,,
591,43,499,,,,,,,,,,,,,
591,49,76,,,,,,,,,,,,,
591,54,476,,,,,,,,,,,,,
591,62,147,,,,,,,,,,,,,
592,1,145,346,,,,,,,,,,,,
592,5,71,,,,,,,,,,,,,
592,9,101,,,,,,,,,,,,,
592,13,61,,,,,,,,,,,,,
592,17,105,,,,,,,,,,,,,
592,22,352,,,,,,,,,,,,,
592,27,466,,,,,,,,,,,,,
592,32,362,,,,,,,,,,,,,
592,37,240,,,,,,,,,,,,,
592,43,506,,,,,,,,,,,,,
592,49,56,,,,,,,,,,,,,
592,55,378,,,,,,,,,,,,,
592,61,323,,,,,,,,,,,,,
593,1,71,101,145,346,,,,,,,,,,
593,13,61,,,,,,,,,,,,,
593,17,105,,,,,,,,,,,,,
593,22,352,,,,,,,,,,,,,
593,27,466,,,,,,,,,,,,,
593,32,362,,,,,,,,,,,,,
593,37,240,,,,,,,,,,,,,
593,45,506,,,,,,,,,,,,,
593,53,56,,,,,,,,,,,,,
593,61,378,,,,,,,,,,,,,
593,69,323,,,,,,,,,,,,,
594,1,1,346,,,,,,,,,,,,
594,5,392,,,,,,,,,,,,,
594,9,453,,,,,,,,,,,,,
594,13,3,,,,,,,,,,,,,
594,17,505,,,,,,,,,,,,,
594,21,182,,,,,,,,,,,,,
594,25,352,,,,,,,,,,,,,
594,29,358,,,,,,,,,,,,,
594,33,487,,,,,,,,,,,,,
594,37,273,,,,,,,,,,,,,
594,41,362,,,,,,,,,,,,,
594,45,219,,,,,,,,,,,,,
594,49,270,,,,,,,,,,,,,
594,53,469,,,,,,,,,,,,,
594,57,361,,,,,,,,,,,,,
594,61,56,,,,,,,,,,,,,
595,1,81,141,169,,,,,,,,,,,
595,4,86,,,,,,,,,,,,,
595,7,103,,,,,,,,,,,,,
595,12,210,,,,,,,,,,,,,
595,15,527,,,,,,,,,,,,,
595,18,450,,,,,,,,,,,,,
595,23,380,,,,,,,,,,,,,
595,26,163,,,,,,,,,,,,,
595,29,486,,,,,,,,,,,,,
595,34,324,,,,,,,,,,,,,
595,37,97,,,,,,,,,,,,,
595,40,389,,,,,,,,,,,,,
595,45,435,,,,,,,,,,,,,
595,48,405,,,,,,,,,,,,,
596,1,81,86,141,169,564,,,,,,,,,
596,7,103,,,,,,,,,,,,,
596,12,210,,,,,,,,,,,,,
596,15,527,,,,,,,,,,,,,
596,18,450,,,,,,,,,,,,,
596,23,380,,,,,,,,,,,,,
596,26,163,,,,,,,,,,,,,
596,29,486,,,,,,,,,,,,,
596,34,324,,,,,,,,,,,,,
596,40,97,,,,,,,,,,,,,
596,46,389,,,,,,,,,,,,,
596,54,435,,,,,,,,,,,,,
596,60,405,,,,,,,,,,,,,
597,1,33,106,,,,,,,,,,,,
597,6,205,,,,,,,,,,,,,
597,9,174,,,,,,,,,,,,,
597,14,232,,,,,,,,,,,,,
597,18,42,,,,,,,,,,,,,
597,21,360,,,,,,,,,,,,,
597,26,334,,,,,,,,,,,,,
597,30,429,,,,,,,,,,,,,
597,35,275,,,,,,,,,,,,,
597,38,120,,,,,,,,,,,,,
597,43,442,,,,,,,,,,,,,
597,47,371,,,,,,,,,,,,,
597,52,430,,,,,,,,,,,,,
597,55,153,,,,,,,,,,,,,
598,1,33,106,174,205,431,,,,,,,,,
598,14,232,,,,,,,,,,,,,
598,18,42,,,,,,,,,,,,,
598,21,360,,,,,,,,,,,,,
598,26,334,,,,,,,,,,,,,
598,30,429,,,,,,,,,,,,,
598,35,275,,,,,,,,,,,,,
598,38,120,,,,,,,,,,,,,
598,40,438,,,,,,,,,,,,,
598,46,442,,,,,,,,,,,,,
598,53,371,,,,,,,,,,,,,
598,61,430,,,,,,,,,,,,,
598,67,153,,,,,,,,,,,,,
599,1,11,,,,,,,,,,,,,
599,6,268,,,,,,,,,,,,,
599,11,84,,,,,,,,,,,,,
599,16,544,,,,,,,,,,,,,
599,21,20,,,,,,,,,,,,,
599,26,451,,,,,,,,,,,,,
599,31,475,,,,,,,,,,,,,
599,36,429,,,,,,,,,,,,,
599,39,103,,,,,,,,,,,,,
599,42,435,,,,,,,,,,,,,
599,45,319,,,,,,,,,,,,,
599,48,508,,,,,,,,,,,,,
599,51,199,,,,,,,,,,,,,
599,54,192,,,,,,,,,,,,,
599,57,63,,,,,,,,,,,,,
600,1,11,84,268,544,,,,,,,,,,
600,21,20,,,,,,,,,,,,,
600,26,451,,,,,,,,,,,,,
600,31,475,,,,,,,,,,,,,
600,36,429,,,,,,,,,,,,,
600,40,103,,,,,,,,,,,,,
600,44,435,,,,,,,,,,,,,
600,48,319,,,,,,,,,,,,,
600,52,508,,,,,,,,,,,,,
600,56,199,,,,,,,,,,,,,
600,60,192,,,,,,,,,,,,,
600,64,63,,,,,,,,,,,,,
601,1,11,84,268,544,602,,,,,,,,,
601,21,20,,,,,,,,,,,,,
601,25,451,,,,,,,,,,,,,
601,31,475,,,,,,,,,,,,,
601,36,429,,,,,,,,,,,,,
601,40,103,,,,,,,,,,,,,
601,44,435,,,,,,,,,,,,,
601,48,319,,,,,,,,,,,,,
601,54,508,,,,,,,,,,,,,
601,60,199,,,,,,,,,,,,,
601,66,192,,,,,,,,,,,,,
601,72,63,,,,,,,,,,,,,
602,1,33,86,209,451,,,,,,,,,,
603,1,29,86,209,451,,,,,,,,,,
603,9,20,,,,,,,,,,,,,
603,19,51,,,,,,,,,,,,,
603,29,435,,,,,,,,,,,,,
603,39,242,,,,,,,,,,,,,
603,44,85,,,,,,,,,,,,,
603,49,491,,,,,,,,,,,,,
603,54,489,,,,,,,,,,,,,
603,59,528,,,,,,,,,,,,,
603,64,380,,,,,,,,,,,,,
603,69,192,,,,,,,,,,,,,
603,74,37,,,,,,,,,,,,,
604,1,29,51,242,306,435,37,192,380,489,569,,,,
605,1,93,,,,,,,,,,,,,
605,4,45,,,,,,,,,,,,,
605,8,377,,,,,,,,,,,,,
605,11,357,,,,,,,,,,,,,
605,15,60,,,,,,,,,,,,,
605,18,29,,,,,,,,,,,,,
605,22,237,,,,,,,,,,,,,
605,25,286,,,,,,,,,,,,,
605,29,493,,,,,,,,,,,,,
605,32,428,,,,,,,,,,,,,
605,36,244,,,,,,,,,,,,,
605,39,94,,,,,,,,,,,,,
605,43,347,,,,,,,,,,,,,
605,46,105,,,,,,,,,,,,,
605,50,470,471,,,,,,,,,,,,
605,53,485,,,,,,,,,,,,,
605,56,472,,,,,,,,,,,,,
606,1,45,93,357,377,,,,,,,,,,
606,15,60,,,,,,,,,,,,,
606,18,29,,,,,,,,,,,,,
606,22,237,,,,,,,,,,,,,
606,25,286,,,,,,,,,,,,,
606,29,493,,,,,,,,,,,,,
606,32,428,,,,,,,,,,,,,
606,36,244,,,,,,,,,,,,,
606,39,94,,,,,,,,,,,,,
606,45,347,,,,,,,,,,,,,
606,50,105,,,,,,,,,,,,,
606,56,470,,,,,,,,,,,,,
606,58,471,,,,,,,,,,,,,
606,63,485,,,,,,,,,,,,,
606,68,472,,,,,,,,,,,,,
607,1,52,310,,,,,,,,,,,,
607,3,107,,,,,,,,,,,,,
607,5,123,,,,,,,,,,,,,
607,7,83,,,,,,,,,,,,,
607,10,109,,,,,,,,,,,,,
607,13,101,,,,,,,,,,,,,
607,16,261,,,,,,,,,,,,,
607,20,481,,,,,,,,,,,,,
607,24,286,,,,,,,,,,,,,
607,28,506,,,,,,,,,,,,,
607,33,262,,,,,,,,,,,,,
607,38,517,,,,,,,,,,,,,
607,43,174,,,,,,,,,,,,,
607,49,247,,,,,,,,,,,,,
607,55,220,,,,,,,,,,,,,
607,61,315,,,,,,,,,,,,,
608,1,52,107,123,310,,,,,,,,,,
608,7,83,,,,,,,,,,,,,
608,10,109,,,,,,,,,,,,,
608,13,101,,,,,,,,,,,,,
608,16,261,,,,,,,,,,,,,
608,20,481,,,,,,,,,,,,,
608,24,286,,,,,,,,,,,,,
608,28,506,,,,,,,,,,,,,
608,33,262,,,,,,,,,,,,,
608,38,517,,,,,,,,,,,,,
608,45,174,,,,,,,,,,,,,
608,53,247,,,,,,,,,,,,,
608,61,220,,,,,,,,,,,,,
608,69,315,,,,,,,,,,,,,
609,1,109,123,481,506,220,,,,,,,,,
610,1,10,,,,,,,,,,,,,
610,4,43,,,,,,,,,,,,,
610,7,372,,,,,,,,,,,,,
610,10,82,,,,,,,,,,,,,
610,13,530,,,,,,,,,,,,,
610,16,184,,,,,,,,,,,,,
610,20,163,,,,,,,,,,,,,
610,24,206,,,,,,,,,,,,,
610,28,337,,,,,,,,,,,,,
610,32,349,,,,,,,,,,,,,
610,36,269,,,,,,,,,,,,,
610,41,406,,,,,,,,,,,,,
610,46,14,,,,,,,,,,,,,
610,51,12,,,,,,,,,,,,,
610,56,200,,,,,,,,,,,,,
610,61,416,,,,,,,,,,,,,
611,1,10,43,82,372,,,,,,,,,,
611,13,530,,,,,,,,,,,,,
611,16,184,,,,,,,,,,,,,
611,20,163,,,,,,,,,,,,,
611,24,206,,,,,,,,,,,,,
611,28,337,,,,,,,,,,,,,
611,32,349,,,,,,,,,,,,,
611,36,269,,,,,,,,,,,,,
611,42,406,,,,,,,,,,,,,
611,48,14,,,,,,,,,,,,,
611,54,12,,,,,,,,,,,,,
611,60,200,,,,,,,,,,,,,
611,66,416,,,,,,,,,,,,,
612,1,10,43,82,372,,,,,,,,,,
612,13,530,,,,,,,,,,,,,
612,16,184,,,,,,,,,,,,,
612,20,163,,,,,,,,,,,,,
612,24,206,,,,,,,,,,,,,
612,28,337,,,,,,,,,,,,,
612,32,349,,,,,,,,,,,,,
612,36,269,,,,,,,,,,,,,
612,42,406,,,,,,,,,,,,,
612,50,14,,,,,,,,,,,,,
612,58,12,,,,,,,,,,,,,
612,66,200,,,,,,,,,,,,,
612,74,416,,,,,,,,,,,,,
613,1,181,,,,,,,,,,,,,
613,5,45,,,,,,,,,,,,,
613,9,117,,,,,,,,,,,,,
613,13,196,,,,,,,,,,,,,
613,15,589,,,,,,,,,,,,,
613,17,154,,,,,,,,,,,,,
613,21,362,,,,,,,,,,,,,
613,25,203,,,,,,,,,,,,,
613,29,204,,,,,,,,,,,,,
613,33,163,,,,,,,,,,,,,
613,36,175,,,,,,,,,,,,,
613,41,156,,,,,,,,,,,,,
613,45,59,,,,,,,,,,,,,
613,49,258,,,,,,,,,,,,,
613,53,37,,,,,,,,,,,,,
613,57,329,,,,,,,,,,,,,
614,1,45,117,181,196,276,453,,,,,,,,
614,9,589,,,,,,,,,,,,,
614,17,154,,,,,,,,,,,,,
614,21,362,,,,,,,,,,,,,
614,25,203,,,,,,,,,,,,,
614,29,207,,,,,,,,,,,,,
614,33,163,,,,,,,,,,,,,
614,36,175,,,,,,,,,,,,,
614,37,556,,,,,,,,,,,,,
614,41,156,,,,,,,,,,,,,
614,45,59,,,,,,,,,,,,,
614,53,258,,,,,,,,,,,,,
614,59,37,,,,,,,,,,,,,
614,66,329,,,,,,,,,,,,,
615,1,20,,,,,,,,,,,,,
615,5,420,,,,,,,,,,,,,
615,9,159,,,,,,,,,,,,,
615,13,229,,,,,,,,,,,,,
615,17,196,,,,,,,,,,,,,
615,21,54,114,,,,,,,,,,,,
615,25,62,,,,,,,,,,,,,
615,29,151,,,,,,,,,,,,,
615,33,58,,,,,,,,,,,,,
615,37,113,115,,,,,,,,,,,,
615,41,163,,,,,,,,,,,,,
615,45,109,,,,,,,,,,,,,
615,49,105,,,,,,,,,,,,,
615,50,573,,,,,,,,,,,,,
615,53,76,,,,,,,,,,,,,
615,57,400,,,,,,,,,,,,,
615,61,329,,,,,,,,,,,,,
616,1,141,,,,,,,,,,,,,
616,4,51,,,,,,,,,,,,,
616,8,117,,,,,,,,,,,,,
616,13,174,,,,,,,,,,,,,
616,16,522,,,,,,,,,,,,,
616,20,72,,,,,,,,,,,,,
616,25,281,,,,,,,,,,,,,
616,28,182,,,,,,,,,,,,,
616,32,151,,,,,,,,,,,,,
616,37,202,,,,,,,,,,,,,
